timesheet_id,employee_code,timesheet_transaction_date,start_time,end_time,timesheet_transaction_hours,pay_period_id
fc01f163-ced0-40d7-98ad-5b99d871753a,E0000001,2022-05-31,09:20:00,16:56:00,7.6,2022W22
9ab01754-0291-40ec-9995-228e9d6e6a4f,E0000001,2022-06-01,10:43:00,18:19:00,7.6,2022W22
6bf63e46-8984-4f90-8347-716d39e5c113,E0000001,2022-06-02,09:47:00,19:23:00,9.6,2022W22
0299fdf8-b134-4957-aef2-32b05242071c,E0000001,2022-06-03,08:01:00,15:37:00,7.6,2022W22
98f2324e-2af2-4d0c-9129-52f6773da276,E0000001,2022-06-06,09:27:00,20:03:00,10.6,2022W23
4e5bb7d5-ef13-46a4-8bb2-0c99cf1c5e9e,E0000001,2022-06-07,11:58:00,19:34:00,7.6,2022W23
28f9f9c2-7d41-462c-8161-d00c074a098d,E0000001,2022-06-08,10:21:00,18:57:00,8.6,2022W23
9d7fe838-0f29-4fac-a904-937690a03161,E0000001,2022-06-09,10:06:00,17:42:00,7.6,2022W23
4dfef572-a792-47bc-b19b-e7485c8a39f3,E0000001,2022-06-10,09:24:00,20:00:00,10.6,2022W23
04304d44-5784-4510-8b48-1fbb4bb43b7c,E0000001,2022-06-14,08:10:00,15:46:00,7.6,2022W24
0b000a79-27fe-42f8-a39b-facdb323952c,E0000001,2022-06-15,11:33:00,23:09:00,11.6,2022W24
ce5f90eb-f4ce-4cd6-9ac7-759890b3f32e,E0000001,2022-06-16,11:18:00,18:54:00,7.6,2022W24
ba04d9d8-d515-448e-ad8c-e5d3c12c63cd,E0000001,2022-06-17,10:36:00,18:12:00,7.6,2022W24
e0dd3bd2-3643-4f78-8dc5-0d425b0fcc30,E0000001,2022-06-20,11:37:00,19:13:00,7.6,2022W25
7a3a56d0-6ae4-4f30-928f-b6d889a6568d,E0000001,2022-06-21,11:24:00,21:00:00,9.6,2022W25
499e066b-8612-42a2-bd9a-ca35704ad494,E0000001,2022-06-22,08:22:00,13:58:00,5.6,2022W25
ed579c90-a17d-4277-8b8f-f48e343b48b8,E0000001,2022-06-23,11:09:00,18:45:00,7.6,2022W25
477df48c-2645-4be3-9cdd-9f00c1226b95,E0000001,2022-06-24,09:46:00,18:22:00,8.6,2022W25
321a94f6-d341-43bd-a31e-fb66c3b1ade3,E0000001,2022-06-27,11:19:00,18:55:00,7.6,2022W26
38fd142a-c682-40ba-8300-2daee0e1f5ea,E0000001,2022-06-28,10:47:00,18:23:00,7.6,2022W26
cbbc8b6b-81b1-4d82-bf36-fce8cb086ee4,E0000001,2022-06-29,10:24:00,18:00:00,7.6,2022W26
f70da2c1-50e8-453d-97fb-acd8e7692f8f,E0000001,2022-06-30,09:26:00,17:02:00,7.6,2022W26
4d3bbf62-9f98-4d54-98f3-ebf08c12e917,E0000001,2022-07-01,08:37:00,19:13:00,10.6,2022W26
30f09e34-10ad-4147-b430-c820c2aaf740,E0000001,2022-07-04,10:08:00,19:44:00,9.6,2022W27
354cdf0a-3501-42fe-aa46-bccb1e9b2e3c,E0000001,2022-07-05,09:51:00,20:27:00,10.6,2022W27
10aab672-ebb0-456c-becb-74369e8e3581,E0000001,2022-07-06,11:51:00,19:27:00,7.6,2022W27
bf4075da-4b94-4d13-8b54-377e6303bd1e,E0000001,2022-07-07,11:19:00,18:55:00,7.6,2022W27
b17eef0d-415f-43ae-9e00-c1d5ddd819b2,E0000001,2022-07-08,09:14:00,16:50:00,7.6,2022W27
a183ce6e-f376-48d0-bd7c-a79288873a84,E0000001,2022-07-11,08:19:00,15:55:00,7.6,2022W28
5ca6dc95-9147-4a4a-ae23-7c3a083902be,E0000001,2022-07-12,08:34:00,16:10:00,7.6,2022W28
2094c15e-88cb-46fb-9e8a-9ee357be6e86,E0000001,2022-07-13,08:18:00,15:54:00,7.6,2022W28
05381da5-119e-486e-9f4f-8aa98b58d5ff,E0000001,2022-07-14,08:20:00,15:56:00,7.6,2022W28
0847aefb-61db-4ff6-81d5-10fb8c31df0d,E0000001,2022-07-15,08:06:00,15:42:00,7.6,2022W28
5f120335-a5db-4cb5-ad68-7c0c39c272fd,E0000001,2022-07-18,08:28:00,16:04:00,7.6,2022W29
ea3378de-1c44-42f5-a322-6a8424439054,E0000001,2022-07-19,10:09:00,18:45:00,8.6,2022W29
e2ae0dfa-8a86-4641-bea9-da067a15bb4e,E0000001,2022-07-20,10:29:00,18:05:00,7.6,2022W29
93b41d64-f81a-44c1-a2d1-b36d110b6e38,E0000001,2022-07-21,09:05:00,17:41:00,8.6,2022W29
c9265702-416b-4fae-9a1c-ff8b3ec87e5d,E0000001,2022-07-22,09:21:00,16:57:00,7.6,2022W29
5bcac872-b14d-4392-8c7c-8fa8527f759d,E0000001,2022-07-25,08:22:00,16:58:00,8.6,2022W30
c0d03186-92a0-46eb-a805-8ca48466f102,E0000001,2022-07-26,08:27:00,16:03:00,7.6,2022W30
d959048c-dd8f-46f3-af51-e1e1d788c134,E0000001,2022-07-27,08:09:00,15:45:00,7.6,2022W30
45b69042-efcd-45ef-badc-d866c17f824d,E0000001,2022-07-28,08:34:00,16:10:00,7.6,2022W30
f9c44be8-5b7e-478d-87e4-277c19131187,E0000001,2022-07-29,10:57:00,17:33:00,6.6,2022W30
4948b4a5-a551-4f02-8d74-858cd26642fc,E0000001,2022-08-01,08:18:00,15:54:00,7.6,2022W31
50c444f4-7fa1-495e-8bab-5098a5482f7c,E0000001,2022-08-02,09:00:00,16:36:00,7.6,2022W31
f5e0c7c4-3962-4b8c-b13c-b6c750d5691c,E0000001,2022-08-03,08:26:00,19:02:00,10.6,2022W31
76ee89dd-fbec-4aa5-a621-fd3332e48527,E0000001,2022-08-04,08:28:00,16:04:00,7.6,2022W31
1c21d6f3-07e2-44d2-8815-7f110a1df75a,E0000001,2022-08-05,09:56:00,17:32:00,7.6,2022W31
cb9a8bea-0070-40e3-abc8-cf6851d86e71,E0000001,2022-08-08,10:45:00,18:21:00,7.6,2022W32
7c7e944f-8629-4a81-bbbf-8c51cbde7b2c,E0000001,2022-08-09,08:18:00,18:54:00,10.6,2022W32
9d5e2f83-3a2a-4c0c-a38b-d8dd20fc8638,E0000001,2022-08-10,08:53:00,20:29:00,11.6,2022W32
5dddb2c3-eda3-4cf2-bc32-50f75985f7d2,E0000001,2022-08-11,10:28:00,19:04:00,8.6,2022W32
81833325-9d03-44e1-90c3-656b325f4027,E0000001,2022-08-12,10:02:00,17:38:00,7.6,2022W32
271f84d0-cd38-4f8c-825c-322311b0a84b,E0000001,2022-08-15,09:50:00,19:26:00,9.6,2022W33
12ac5e84-0066-428d-a9df-f141c47b6505,E0000001,2022-08-16,11:35:00,19:11:00,7.6,2022W33
b0470d17-ebc3-4a22-8c3e-0959af493f90,E0000001,2022-08-17,08:59:00,16:35:00,7.6,2022W33
0834afa2-ca4b-493e-8707-1c1978441743,E0000001,2022-08-18,09:44:00,20:20:00,10.6,2022W33
905c56b5-aa56-4008-ba38-e56db706faa8,E0000001,2022-08-19,09:05:00,20:41:00,11.6,2022W33
eb144aee-0806-453e-ae5f-ed080c1c297c,E0000001,2022-08-22,09:46:00,19:22:00,9.6,2022W34
90c07f36-c59d-4dd1-94e8-a90359214e63,E0000001,2022-08-23,11:06:00,19:42:00,8.6,2022W34
06e5cac8-27ef-4f7d-84fc-3ca53891b22d,E0000001,2022-08-24,10:00:00,17:36:00,7.6,2022W34
5f6d33fa-045e-4a30-8f00-259b43fbe5d7,E0000001,2022-08-25,08:48:00,16:24:00,7.6,2022W34
7eb78d79-26d4-4409-9ace-d1912f7067c1,E0000001,2022-08-26,10:08:00,17:44:00,7.6,2022W34
8507c1c9-e77b-4d91-b05e-9ac7d65de3a3,E0000001,2022-08-29,10:59:00,19:35:00,8.6,2022W35
9aebd18a-87c0-45be-b804-77fc203662d7,E0000001,2022-08-30,11:07:00,21:43:00,10.6,2022W35
967fd5d5-8d07-451f-8c1d-6967e02a2ad3,E0000001,2022-08-31,10:08:00,19:44:00,9.6,2022W35
6bf4146d-b862-4a8f-8a72-e0221e234271,E0000001,2022-09-01,09:55:00,17:31:00,7.6,2022W35
ef58d6d9-0b53-4959-bf2f-ad62e5dd6e08,E0000001,2022-09-02,11:41:00,21:17:00,9.6,2022W35
707b5243-2bbc-46a8-838c-733992000f5b,E0000001,2022-09-05,09:24:00,17:00:00,7.6,2022W36
c9e120ff-864f-4647-bf3e-689102d74d24,E0000001,2022-09-06,08:17:00,17:53:00,9.6,2022W36
ec5cd55c-bbf6-4334-b9fe-b0986762c892,E0000001,2022-09-07,08:08:00,15:44:00,7.6,2022W36
b8807d9c-c74b-4768-9794-2096a5e32f99,E0000001,2022-09-08,08:54:00,16:30:00,7.6,2022W36
b153cd2f-0924-4fe7-946a-aebd4fef9cd9,E0000001,2022-09-09,11:24:00,20:00:00,8.6,2022W36
296b2655-97a1-410a-b7f0-f725db9a68c5,E0000001,2022-09-12,11:03:00,18:39:00,7.6,2022W37
614a1550-82c5-4f80-b3e1-041d300c35a5,E0000001,2022-09-13,10:00:00,17:36:00,7.6,2022W37
22870faa-56ae-4408-b80d-58abdcdb8b8b,E0000001,2022-09-14,10:28:00,22:04:00,11.6,2022W37
37c49afe-a264-425a-a0c0-43a626a9c289,E0000001,2022-09-15,08:23:00,16:59:00,8.6,2022W37
e3468465-94e8-419d-ac1d-aa32cb93fe2f,E0000001,2022-09-16,10:27:00,18:03:00,7.6,2022W37
5f6ed986-4d18-4a8f-b41b-fb9acee3e6b7,E0000001,2022-09-19,09:15:00,16:51:00,7.6,2022W38
c75b2d46-c34e-402d-bfa6-ea59af105c17,E0000001,2022-09-20,08:48:00,16:24:00,7.6,2022W38
d192eee3-cc3b-44f4-9664-114e554080a2,E0000001,2022-09-21,10:20:00,19:56:00,9.6,2022W38
369c8041-5dd0-4fa6-8795-b81103be08b5,E0000001,2022-09-22,08:08:00,15:44:00,7.6,2022W38
a3219d7e-907d-4861-8794-1dc277b570c3,E0000001,2022-09-23,11:49:00,18:25:00,6.6,2022W38
1a4e5714-a32d-4250-b66b-31931a9bbd91,E0000001,2022-09-26,08:04:00,15:40:00,7.6,2022W39
29f93607-0914-4ee8-a8c1-90be731be99b,E0000001,2022-09-27,10:01:00,17:37:00,7.6,2022W39
601d36b4-53f9-4884-a3b1-55af7314c1bb,E0000001,2022-09-28,09:27:00,16:03:00,6.6,2022W39
9e626e9f-ea73-47a1-8933-975fee5b04eb,E0000001,2022-09-29,08:07:00,15:43:00,7.6,2022W39
9c4cb7f8-e987-48a2-9f59-7bb69813e3f1,E0000001,2022-09-30,08:01:00,15:37:00,7.6,2022W39
372351ee-f36a-4c71-9fd2-1163bdb2dc37,E0000002,2021-12-27,11:43:00,19:43:00,8.0,2021W52
bbd082e9-8f21-470e-9a08-82185512155a,E0000002,2021-12-28,10:53:00,14:53:00,4.0,2021W52
2d5d5889-74bf-4232-a17f-1b0ae14c293c,E0000002,2021-12-29,09:18:00,13:18:00,4.0,2021W52
cfd691b7-d49f-4645-b776-6a0653bd9974,E0000002,2021-12-30,08:25:00,12:25:00,4.0,2021W52
2f4d3c5b-d3f8-4aa0-a368-fa11366d6b84,E0000002,2021-12-31,09:09:00,17:09:00,8.0,2021W52
d7bebf8e-02f6-4ec9-bb9a-4c251910f4ea,E0000002,2022-01-03,09:48:00,13:48:00,4.0,2022W01
e9deff27-7050-4991-b943-162d2e1ec053,E0000002,2022-01-04,09:11:00,13:11:00,4.0,2022W01
993def63-2530-4a73-a245-5f7744b68c13,E0000002,2022-01-05,10:51:00,15:51:00,5.0,2022W01
7bfa15ce-682f-47c4-aa52-9cd12c33b834,E0000002,2022-01-06,11:41:00,15:41:00,4.0,2022W01
0d4eabce-2be9-482a-a31c-78d6a42574b4,E0000002,2022-01-07,10:42:00,14:42:00,4.0,2022W01
5577021d-d278-4192-ad6f-7c3b712f1ee3,E0000002,2022-01-10,11:57:00,15:57:00,4.0,2022W02
ee50b03d-88b7-43d8-822b-9861bb60467e,E0000002,2022-01-11,09:14:00,13:14:00,4.0,2022W02
fe36a838-4628-4639-b484-88169fd91184,E0000002,2022-01-12,08:02:00,15:02:00,7.0,2022W02
45abf558-74f0-4038-9f10-1a48cdee8aa5,E0000002,2022-01-13,10:04:00,16:04:00,6.0,2022W02
2b106d82-0f6c-4cce-982c-97f61e5c0fff,E0000002,2022-01-14,10:27:00,18:27:00,8.0,2022W02
e0dc8cb4-a7f8-491d-899c-751ea1f79f0c,E0000002,2022-01-17,09:14:00,15:14:00,6.0,2022W03
7043f7cd-46ba-4320-b3ef-c729bd534988,E0000002,2022-01-18,09:31:00,13:31:00,4.0,2022W03
c486b58e-eb9b-4e94-bb74-b734eda5fa52,E0000002,2022-01-19,10:35:00,14:35:00,4.0,2022W03
03d046e0-f118-403c-a4c1-22815de7b8f3,E0000002,2022-01-20,10:50:00,14:50:00,4.0,2022W03
b39ad581-249b-419b-ae63-ec45889cfd51,E0000002,2022-01-21,09:14:00,15:14:00,6.0,2022W03
0b706e65-7e36-4d0e-8d9a-16f709445329,E0000002,2022-01-24,11:21:00,15:21:00,4.0,2022W04
0af7b5c5-9048-4368-a412-d998b48b12e0,E0000002,2022-01-25,08:51:00,12:51:00,4.0,2022W04
12d4b9cb-faa7-4a5c-a1e1-fe4d0092aeef,E0000002,2022-01-27,11:20:00,15:20:00,4.0,2022W04
8720b3a8-b263-4f13-9df9-77e649ad1021,E0000002,2022-01-28,09:21:00,13:21:00,4.0,2022W04
58fa80aa-8916-40c8-b5d7-3cefe11b86ac,E0000002,2022-01-31,10:46:00,14:46:00,4.0,2022W05
a5327e53-e93b-4c69-bb09-93cc0d98f4fc,E0000002,2022-02-01,08:08:00,12:08:00,4.0,2022W05
532c6bee-eb55-4e4f-8700-379a9f417b44,E0000002,2022-02-02,08:02:00,12:02:00,4.0,2022W05
da98e135-04fe-4a11-b060-42ca0cc75dd6,E0000002,2022-02-03,11:43:00,15:43:00,4.0,2022W05
1c7d4934-8206-4228-a6d3-62349ebae07f,E0000002,2022-02-04,09:17:00,13:17:00,4.0,2022W05
35fa6694-49b4-4340-9c9a-307e808df315,E0000002,2022-02-07,10:16:00,15:16:00,5.0,2022W06
46e30f18-3e7d-4fc2-acde-b1f5557d678a,E0000002,2022-02-08,11:03:00,15:03:00,4.0,2022W06
fdfe59eb-a9fe-41c3-950c-b21abbf51ea8,E0000002,2022-02-09,08:58:00,12:58:00,4.0,2022W06
e6e0a625-e486-4723-b289-bf07c12e7221,E0000002,2022-02-10,08:47:00,12:47:00,4.0,2022W06
ac676854-d8a1-4b5a-bae0-3425e429b22b,E0000002,2022-02-11,09:31:00,13:31:00,4.0,2022W06
e48bda9e-ce6f-4a47-be3a-7c6fe91304b1,E0000002,2022-02-14,09:15:00,13:15:00,4.0,2022W07
26416aeb-d7f1-4be0-95b8-9dcc0e8b0821,E0000002,2022-02-15,09:36:00,17:36:00,8.0,2022W07
4281241e-9f83-4f10-ba3d-476a37396e3f,E0000002,2022-02-16,10:25:00,14:25:00,4.0,2022W07
2a8b843f-2778-4073-9398-aa313ef6324a,E0000002,2022-02-17,08:08:00,14:08:00,6.0,2022W07
90dbf927-1853-4c7a-9711-bfede4b1d7a8,E0000002,2022-02-18,08:28:00,12:28:00,4.0,2022W07
6251ad68-b970-4d84-91d0-43be1502f078,E0000002,2022-02-21,11:58:00,15:58:00,4.0,2022W08
9b657456-8b69-4711-af78-f12c54b1839e,E0000002,2022-02-22,10:06:00,18:06:00,8.0,2022W08
a847d9ea-7c88-4f7f-89cc-c5211d2a0328,E0000002,2022-02-23,09:29:00,13:29:00,4.0,2022W08
39b5156c-2a75-4f28-81b8-653bf258f7aa,E0000002,2022-02-24,09:30:00,16:30:00,7.0,2022W08
e93829b8-77e0-47df-93d0-205e726bbdfe,E0000002,2022-02-25,09:53:00,13:53:00,4.0,2022W08
254d41e0-c432-4db8-9802-e8f73a18fcb8,E0000002,2022-02-28,08:15:00,12:15:00,4.0,2022W09
116d1168-faea-4a60-9f33-23f52895f114,E0000002,2022-03-01,08:45:00,15:45:00,7.0,2022W09
ee70608a-5aa9-4daf-8f2e-64d6c543dca7,E0000002,2022-03-02,09:58:00,13:58:00,4.0,2022W09
136cabb6-2c8c-4327-9824-221c733201aa,E0000002,2022-03-03,11:54:00,15:54:00,4.0,2022W09
e386bdb8-a22d-470a-8635-a7d11a9c29b2,E0000002,2022-03-04,11:41:00,15:41:00,4.0,2022W09
7e9f324c-d4a5-4006-b6cc-bcd452f97c7a,E0000002,2022-03-07,11:37:00,15:37:00,4.0,2022W10
03b89d16-8e78-4d9f-a1d7-4a326f25c9b1,E0000002,2022-03-08,10:52:00,16:52:00,6.0,2022W10
a6abbf3d-119e-4945-b23e-1a89155a806c,E0000002,2022-03-09,10:39:00,14:39:00,4.0,2022W10
902d3fc8-9f8c-484e-9ab5-1aacd190f4d9,E0000002,2022-03-10,11:29:00,15:29:00,4.0,2022W10
e23b56a3-764b-4c14-87b2-02fbbfddcb6d,E0000002,2022-03-11,08:22:00,12:22:00,4.0,2022W10
af6a0ccb-64f8-44b1-9811-c778e0ca440b,E0000002,2022-03-14,09:21:00,13:21:00,4.0,2022W11
6c2e437e-9b74-4899-8c43-23e04a6dfbfd,E0000002,2022-03-15,10:07:00,14:07:00,4.0,2022W11
f6b07d42-c457-4e73-bf5d-131e20f2fcd9,E0000002,2022-03-16,10:37:00,14:37:00,4.0,2022W11
763baa17-84a0-4537-9229-cc40ea5f731a,E0000002,2022-03-17,10:39:00,14:39:00,4.0,2022W11
9485e6ac-5b51-466a-a241-a50395535b1d,E0000002,2022-03-18,10:27:00,14:27:00,4.0,2022W11
cbe04650-6957-40a4-89d1-cf7008dfff02,E0000002,2022-03-21,08:43:00,15:43:00,7.0,2022W12
fe603f7f-16b7-404e-8a97-6984492e3730,E0000002,2022-03-22,09:38:00,17:38:00,8.0,2022W12
b39ea2df-e7b9-426b-9caa-a3615a60ca3e,E0000002,2022-03-23,10:54:00,18:54:00,8.0,2022W12
e7687e7b-32da-4bf4-bbbd-9f2bee4a9d6c,E0000002,2022-03-24,10:38:00,14:38:00,4.0,2022W12
6755aabf-8284-4135-9c8e-c24d058a6ce1,E0000002,2022-03-25,11:51:00,15:51:00,4.0,2022W12
a43e6689-2942-4eeb-b6c4-8aeb78d766dc,E0000002,2022-03-28,11:38:00,15:38:00,4.0,2022W13
a724ad15-ab9e-4d14-b8c3-e7fc7944ea28,E0000002,2022-03-29,11:06:00,18:06:00,7.0,2022W13
0385be31-fb14-4b95-8121-cddedf2b9b28,E0000002,2022-03-30,10:49:00,14:49:00,4.0,2022W13
399293dc-338a-4aeb-bb69-5af4deebc3bd,E0000002,2022-03-31,11:48:00,15:48:00,4.0,2022W13
0e065451-bfd1-4c31-a173-804d95257c44,E0000002,2022-04-01,11:41:00,15:41:00,4.0,2022W13
1a396811-d922-4e51-a85d-cd71602f22aa,E0000002,2022-04-04,11:36:00,15:36:00,4.0,2022W14
3e5b85d6-37cf-4ad8-8d6c-f783f0d6fbc0,E0000002,2022-04-05,10:59:00,18:59:00,8.0,2022W14
7c0d241f-c1b4-45fd-8306-a47d7e17239f,E0000002,2022-04-06,10:03:00,14:03:00,4.0,2022W14
2d129840-2f8d-408f-82d2-5c868a3ad581,E0000002,2022-04-07,10:06:00,14:06:00,4.0,2022W14
d40d72a4-db53-4773-a72e-fe6f244def68,E0000002,2022-04-08,11:10:00,15:10:00,4.0,2022W14
c047fa78-8ac2-4187-996b-5d0a33961081,E0000002,2022-04-11,08:52:00,12:52:00,4.0,2022W15
7f7f6bec-de1e-4ad4-8b67-8dd073504d53,E0000002,2022-04-12,11:14:00,16:14:00,5.0,2022W15
3791e9d3-b3da-42e0-94ff-11b285c712f7,E0000002,2022-04-13,10:19:00,14:19:00,4.0,2022W15
d1b7c637-24be-4494-978c-34e5cc5e7ac1,E0000002,2022-04-14,11:14:00,15:14:00,4.0,2022W15
3a115c92-14ff-4b8e-844c-0d81b27dbbe0,E0000002,2022-04-19,09:15:00,13:15:00,4.0,2022W16
16262fa7-5896-4fd9-b5be-a4634cd06435,E0000002,2022-04-20,09:42:00,13:42:00,4.0,2022W16
e023e6c1-5c97-4f3c-b374-afe677224658,E0000002,2022-04-21,10:23:00,14:23:00,4.0,2022W16
958f9b07-c98f-4280-837c-dc76eaeec4c5,E0000002,2022-04-22,09:19:00,13:19:00,4.0,2022W16
64a4c920-e765-4b1d-9dd5-9b99f2deac36,E0000002,2022-04-26,11:35:00,16:35:00,5.0,2022W17
de98e1b9-001f-487c-b3cc-27d5626ce981,E0000002,2022-04-27,09:21:00,15:21:00,6.0,2022W17
68c2d756-8619-4919-a63a-2d28b89cfbca,E0000002,2022-04-28,08:13:00,12:13:00,4.0,2022W17
7b127c5e-832c-471a-a6ac-0cf45dcfe0eb,E0000002,2022-04-29,11:22:00,15:22:00,4.0,2022W17
a59dd446-fa1a-4893-b54f-bd0811a79dbf,E0000002,2022-05-02,10:35:00,14:35:00,4.0,2022W18
9e81149b-c789-4ac4-8ccd-b69be4a50f7b,E0000002,2022-05-03,10:26:00,14:26:00,4.0,2022W18
bec8825b-9a4c-478c-aff5-6641b348bd15,E0000002,2022-05-04,08:32:00,16:32:00,8.0,2022W18
83095a99-5656-411b-9ac7-2408bcdaed55,E0000002,2022-05-05,10:18:00,14:18:00,4.0,2022W18
6e44d0af-b1cc-41d2-886c-e1b9eac96a25,E0000002,2022-05-06,09:08:00,13:08:00,4.0,2022W18
f7080cb9-8596-43d6-bd44-f6c23a85c326,E0000002,2022-05-09,09:56:00,17:56:00,8.0,2022W19
18ee584a-8be8-4bba-ac04-da859dfec4c5,E0000002,2022-05-10,11:36:00,15:36:00,4.0,2022W19
833793ad-4cfc-467d-836a-fbf285c73b28,E0000002,2022-05-11,10:22:00,14:22:00,4.0,2022W19
1f264b69-4b83-4b56-add9-f26944719805,E0000002,2022-05-12,08:54:00,12:54:00,4.0,2022W19
40426ec2-0ba1-433c-8c9a-434e24a91737,E0000002,2022-05-13,10:14:00,14:14:00,4.0,2022W19
f87d2544-007b-4ada-8e94-fedad1bd96dd,E0000002,2022-05-16,11:35:00,15:35:00,4.0,2022W20
48673e41-767e-41c1-8f67-b5f01da489a9,E0000002,2022-05-17,09:27:00,17:27:00,8.0,2022W20
d7c618cd-a3da-4c09-97ca-d777b53d0ead,E0000002,2022-05-18,10:15:00,17:15:00,7.0,2022W20
3e4a4b5f-8478-4955-b388-9b1d68d471a2,E0000002,2022-05-19,10:09:00,14:09:00,4.0,2022W20
b3242491-2bc1-46fd-a0af-be4abdc6f4b6,E0000002,2022-05-20,09:08:00,16:08:00,7.0,2022W20
e0f3cb3f-832b-42dc-bdd7-e0da1effa8bf,E0000002,2022-05-23,11:42:00,15:42:00,4.0,2022W21
2fedb833-07da-4bed-9610-776a198d9bc0,E0000002,2022-05-24,11:49:00,17:49:00,6.0,2022W21
65f3a084-dcbd-42bc-b654-63137f261259,E0000002,2022-05-25,08:58:00,14:58:00,6.0,2022W21
