allowance_id,employee_id,allowance_type,allowance_amount,allowance_start_date,allowance_end_date
461742d8-6a5c-41d2-88f4-2c54575fd908,E0000013,Laundry Allowance,1.49,2021-11-17,2021-11-23
d137e5b8-7a51-4f3a-9750-4664b59d9d52,E0000013,Laundry Allowance,1.49,2021-11-24,2021-11-30
b400f0f3-c4bf-4be4-b5c5-69dd3bb31df1,E0000013,Laundry Allowance,1.49,2021-12-01,2021-12-07
fb92caee-01ac-4587-b812-ccae8a72ba51,E0000013,Laundry Allowance,1.49,2021-12-08,2021-12-14
6aa332c4-330a-4648-8729-5015594605ea,E0000013,Laundry Allowance,1.49,2021-12-15,2021-12-21
5f5c91c6-d0be-48aa-b156-814489323b77,E0000013,Laundry Allowance,1.49,2021-12-22,2021-12-28
e3506315-aebc-43b0-a813-a2984e504e63,E0000013,Laundry Allowance,1.49,2021-12-29,2022-01-04
47ecca61-9c59-456f-837b-1c0989de1fec,E0000013,Laundry Allowance,1.49,2022-01-05,2022-01-11
c3fb5100-88f5-4baf-820a-f5e3a9111502,E0000013,Laundry Allowance,1.49,2022-01-12,2022-01-18
d4780e37-680e-4992-8b52-e0a40761db9b,E0000013,Laundry Allowance,1.49,2022-01-19,2022-01-25
782c42fc-c97d-470e-bd12-46c70fc36050,E0000013,Laundry Allowance,1.49,2022-01-26,2022-02-01
88a7b364-a616-4bb5-a79d-c33b94036882,E0000013,Laundry Allowance,1.49,2022-02-02,2022-02-08
cd7f5224-7ff5-4613-b627-64712de7b9b8,E0000013,Laundry Allowance,1.49,2022-02-09,2022-02-15
342a21e7-d566-4f8b-82ca-12fbe101e803,E0000013,Laundry Allowance,1.49,2022-02-16,2022-02-22
3c92a7b9-7fff-4f6b-bce9-ddc5f0b0a1de,E0000013,Laundry Allowance,1.49,2022-02-23,2022-03-01
47d7ad51-ebbe-4b87-bf0b-64e7e9aff067,E0000013,Laundry Allowance,1.49,2022-03-02,2022-03-08
02a71dff-52ce-413c-8267-1f088d58ba98,E0000013,Laundry Allowance,1.49,2022-03-09,2022-03-15
5eb94282-0a4a-4116-ae67-cef9d591fec3,E0000013,Laundry Allowance,1.49,2022-03-16,2022-03-22
baa1cb02-33d7-4772-a89e-ceeed844a579,E0000013,Laundry Allowance,1.49,2022-03-23,2022-03-29
37112b8c-2fa5-4db7-8336-2036864fc4f9,E0000013,Laundry Allowance,1.49,2022-03-30,2022-04-05
d17fdcc6-36ee-4029-bab2-4dd4694d1c2c,E0000013,Laundry Allowance,1.49,2022-04-06,2022-04-12
e03fc300-1592-4f69-adb1-0c7e647f1fd1,E0000013,Laundry Allowance,1.49,2022-04-13,2022-04-19
7fbe109d-ab15-4969-819b-744055476e86,E0000013,Laundry Allowance,1.49,2022-04-20,2022-04-26
d385b446-c2ce-4f67-ad78-f5189576c80d,E0000013,Laundry Allowance,1.49,2022-04-27,2022-05-03
ebd18eac-ec35-44fa-9c65-8b756d15c9bf,E0000013,Laundry Allowance,1.49,2022-05-04,2022-05-10
6c349670-9da6-4679-93a4-20e87e8e10b2,E0000013,Laundry Allowance,1.49,2022-05-11,2022-05-17
5b2ddf19-7958-4731-a000-9a77fdbdf0f2,E0000013,Laundry Allowance,1.49,2022-05-18,2022-05-24
69e4809b-1412-4074-bafe-27f5f3fd0f35,E0000013,Laundry Allowance,1.49,2022-05-25,2022-05-31
8f586228-556d-4a77-8b96-9afe7ae99a16,E0000013,Laundry Allowance,1.49,2022-06-01,2022-06-07
9c14e09d-d950-471a-9655-fdb8e684206c,E0000013,Laundry Allowance,1.49,2022-06-08,2022-06-14
b48f2de1-0bfd-41f2-b29b-39a278053810,E0000013,Laundry Allowance,1.49,2022-06-15,2022-06-21
749871dc-aff4-466f-9459-17a49a8922e3,E0000013,Laundry Allowance,1.49,2022-06-22,2022-06-28
192d5180-7de2-4bbd-9fd6-15bc37454b37,E0000013,Laundry Allowance,1.49,2022-06-29,2022-07-05
61cd4a98-b6c0-4520-b6bf-e41420cbe026,E0000013,Laundry Allowance,1.49,2022-07-06,2022-07-12
15a4f5b4-584a-401c-aee3-5e57a83f7566,E0000013,Laundry Allowance,1.49,2022-07-13,2022-07-19
d7e03bdd-8901-4279-a6cc-1e6f547679b6,E0000013,Laundry Allowance,1.49,2022-07-20,2022-07-26
0c2014c3-0baf-4302-81b7-24d612ab0e18,E0000013,Laundry Allowance,1.49,2022-07-27,2022-08-02
b5f51196-171b-4bd9-bcf9-604a3b1ac572,E0000013,Laundry Allowance,1.49,2022-08-03,2022-08-09
e6a376c8-9520-4fe8-9116-e4e5ceec84cc,E0000013,Laundry Allowance,1.49,2022-08-10,2022-08-16
8077b34b-fa79-4b31-93dd-4b170b9be70e,E0000013,Laundry Allowance,1.49,2022-08-17,2022-08-23
e7d7a0d0-671f-42cb-af54-fa4edcbb1b1b,E0000013,Laundry Allowance,1.49,2022-08-24,2022-08-30
c54ce295-377e-4778-8bc9-c382e9457c03,E0000013,Laundry Allowance,1.49,2022-08-31,2022-09-06
6e82e5f4-30d0-4a2c-8ff3-cce7fabe1660,E0000013,Laundry Allowance,1.49,2022-09-07,2022-09-13
b4c6daa9-0c42-4ab4-be49-c9a5020e3d7f,E0000013,Laundry Allowance,1.49,2022-09-14,2022-09-20
1e8b7bcc-6ecd-47a2-8a76-fcb9c726cce6,E0000013,Laundry Allowance,1.49,2022-09-21,2022-09-27
b1d6c766-397b-444b-b810-89f76626687d,E0000013,Laundry Allowance,1.49,2022-09-28,2022-10-04
7b71e661-a6b4-4fb1-878f-1e44f69e03e0,E0000013,Laundry Allowance,1.49,2022-10-05,2022-10-11
adc7c36a-b2ed-46b4-a1d5-9ef4b54d8f6b,E0000013,Laundry Allowance,1.49,2022-10-12,2022-10-18
185b7cd7-bdd8-4f7f-a8bc-d41140d2dc38,E0000013,Laundry Allowance,1.49,2022-10-19,2022-10-25
fdfc9b87-91eb-47cf-b0fc-19fb00f87733,E0000013,Laundry Allowance,1.49,2022-10-26,2022-11-01
977a5efe-79da-4eea-9a38-a163bbc32def,E0000013,Laundry Allowance,1.49,2022-11-02,2022-11-08
b6771185-503b-4b9d-bb09-89a471f8413e,E0000013,Laundry Allowance,1.49,2022-11-09,2022-11-15
e7af0be0-59cb-4654-9cf3-bd3d19337889,E0000013,Laundry Allowance,1.49,2022-11-16,2022-11-22
0bd3f137-a977-4eb2-a13e-6967376cb191,E0000013,Laundry Allowance,1.49,2022-11-23,2022-11-29
840f7cda-5cf2-4d6e-b52b-3d953f2a8dd0,E0000013,Laundry Allowance,1.49,2022-11-30,2022-12-06
99cd0755-1224-42bf-8a06-cfa62959dc74,E0000013,Laundry Allowance,1.49,2022-12-07,2022-12-13
b00a9a56-1d0b-47f0-8a32-0876fb7d2f0c,E0000013,Laundry Allowance,1.49,2022-12-14,2022-12-20
ee308344-90bf-4c36-a2d3-ac1a1c60117b,E0000013,Laundry Allowance,1.49,2022-12-21,2022-12-27
6ae7ffab-f45a-41d3-a200-ff9df392616f,E0000013,Laundry Allowance,1.49,2022-12-28,2023-01-03
693a94a2-2682-4b5e-b163-3d3698db709c,E0000013,Laundry Allowance,1.49,2023-01-04,2023-01-10
90ad9ad4-9e7a-4c7e-aed2-f54afbec9b81,E0000013,Laundry Allowance,1.49,2023-01-11,2023-01-17
527afed9-ed94-4af1-aac0-84a8634fc74d,E0000013,Laundry Allowance,1.49,2023-01-18,2023-01-24
516053fd-8247-455e-a741-f47ece5a7c89,E0000013,Laundry Allowance,1.49,2023-01-25,2023-01-31
f08f8b0d-0143-4b3c-afb1-613970db6e2f,E0000013,Laundry Allowance,1.49,2023-02-01,2023-02-07
d26f19e2-805f-4b76-853f-5abf69c8dfe2,E0000013,Laundry Allowance,1.49,2023-02-08,2023-02-14
19982798-a368-4981-a05b-65fa2c38ac64,E0000013,Laundry Allowance,1.49,2023-02-15,2023-02-21
9bd07b46-0ded-4874-a3ca-6dc3002af8a2,E0000013,Laundry Allowance,1.49,2023-02-22,2023-02-28
2afad6d0-b404-49f7-ab1c-04c84c7f5459,E0000013,Laundry Allowance,1.49,2023-03-01,2023-03-07
07654d07-812d-44da-b416-b16fc6e4d55c,E0000013,Laundry Allowance,1.49,2023-03-08,2023-03-14
854d3330-86b5-4de9-9d8a-c0404c9426b9,E0000013,Laundry Allowance,1.49,2023-03-15,2023-03-21
8d961c37-054f-422c-bc78-dc196c42237d,E0000013,Laundry Allowance,1.49,2023-03-22,2023-03-28
508d0b65-4d59-43f9-bb18-abc590dd6580,E0000013,Laundry Allowance,1.49,2023-03-29,2023-04-04
4be280fd-f471-42be-a3ac-f67c9c99f42f,E0000013,Laundry Allowance,1.49,2023-04-05,2023-04-11
25227fcb-6475-4cda-9a0b-3a5c2fa7fe9b,E0000013,Laundry Allowance,1.49,2023-04-12,2023-04-18
18dd9c28-5af8-4fa6-b0e8-fa4b5a04ff0c,E0000013,Laundry Allowance,1.49,2023-04-19,2023-04-25
38854d5a-dca4-490d-b65e-345cdb3e985f,E0000013,Laundry Allowance,1.49,2023-04-26,2023-05-02
3a9d0948-f679-4bdc-8ba2-53effabe1b45,E0000013,Laundry Allowance,1.49,2023-05-03,2023-05-09
ae5bb1b7-6772-4069-be38-66ebf2c4181b,E0000013,Laundry Allowance,1.49,2023-05-10,2023-05-16
6671296f-3937-456f-bfb7-756d4d96c9ef,E0000013,Laundry Allowance,1.49,2023-05-17,2023-05-23
d8e594f6-66c1-4a83-95e6-34b76e817864,E0000013,Laundry Allowance,1.49,2023-05-24,2023-05-30
6b7915fe-1291-40ca-ad1f-4504469a8ea3,E0000013,Laundry Allowance,1.49,2023-05-31,2023-06-06
2b2ca8e9-9606-457a-a285-ca3cd3705c2c,E0000013,Laundry Allowance,1.49,2023-06-07,2023-06-13
e86105cc-ce4f-402c-b1b1-8bc148a2be34,E0000013,Laundry Allowance,1.49,2023-06-14,2023-06-20
9938a45b-e8e6-4b12-823f-db71c23f3240,E0000013,Laundry Allowance,1.49,2023-06-21,2023-06-27
fb1ee794-0c16-4aee-bfee-9d1455b6d092,E0000013,Laundry Allowance,1.49,2023-06-28,2023-07-04
2e9a6ecb-8e52-4291-9e5b-b03fc615a2e5,E0000013,Laundry Allowance,1.49,2023-07-05,2023-07-11
2e0b86d5-9751-4eab-a362-f05e23dad281,E0000013,Laundry Allowance,1.49,2023-07-12,2023-07-18
c521f219-1c88-40ec-894a-56d9e0fd02b3,E0000013,Laundry Allowance,1.49,2023-07-19,2023-07-25
535d8807-4c90-41f3-99db-ce22bf2d2fa1,E0000013,Laundry Allowance,1.49,2023-07-26,2023-08-01
09e3eb4a-4213-4e30-9200-60c955e46bed,E0000013,Laundry Allowance,1.49,2023-08-02,2023-08-08
59fd2091-636b-4367-a257-6de3edaa28b4,E0000013,Laundry Allowance,1.49,2023-08-09,2023-08-15
50160e6a-5550-48e1-a6ec-56a976e0a062,E0000013,Laundry Allowance,1.49,2023-08-16,2023-08-22
69a1e06d-a220-4e64-9314-cd1c33d58fcc,E0000013,Laundry Allowance,1.49,2023-08-23,2023-08-29
98d153b8-deeb-43ec-bbd9-9f2c8f0a5a9e,E0000013,Laundry Allowance,1.49,2023-08-30,2023-09-05
afa651c4-905b-45aa-a308-2f568bfc1483,E0000013,Laundry Allowance,1.49,2023-09-06,2023-09-12
3f08f4f8-d8a0-407a-a142-fe6596aa0628,E0000013,Laundry Allowance,1.49,2023-09-13,2023-09-19
caba0688-cd38-4f98-96d4-c4d32010ca19,E0000013,Laundry Allowance,1.49,2023-09-20,2023-09-26
2f1ca373-cba5-4914-ba51-e7f833f6826b,E0000013,Laundry Allowance,1.49,2023-09-27,2023-10-03
6d662168-856f-4bce-8dcc-86fae5c16f36,E0000013,Laundry Allowance,1.49,2023-10-04,2023-10-10
ff869d19-f3ca-426c-8fe2-7343f21bc9ed,E0000013,Laundry Allowance,1.49,2023-10-11,2023-10-17
d1894d91-b7d1-4a10-a0d3-5c211708eee9,E0000013,Laundry Allowance,1.49,2023-10-18,2023-10-24
56d661d2-fa50-464b-bef3-6315763b50ae,E0000013,Laundry Allowance,1.49,2023-10-25,2023-10-31
9bdf9250-c333-447c-bd4a-f461540e6be5,E0000013,Laundry Allowance,1.49,2023-11-01,2023-11-07
5adae893-e41a-46e8-a3b5-db57db74f8fd,E0000013,Laundry Allowance,1.49,2023-11-08,2023-11-14
c01387dc-ca71-41fa-85c9-811b2de70b3a,E0000013,Laundry Allowance,1.49,2023-11-15,2023-11-21
4a5bf9f3-9793-424d-8dd6-e4bb77b3f01e,E0000013,Laundry Allowance,1.49,2023-11-22,2023-11-28
f785b31c-84fb-4b22-8a02-ce2173c27c90,E0000013,Laundry Allowance,1.49,2023-11-29,2023-12-05
0b076257-dc16-4be1-9736-1408a7618bac,E0000013,Laundry Allowance,1.49,2023-12-06,2023-12-12
729a8cd8-8693-427e-bcbf-3788db6369bb,E0000013,Laundry Allowance,1.49,2023-12-13,2023-12-19
c0960029-402c-4a78-b9c0-de1e4aa84d2b,E0000013,Laundry Allowance,1.49,2023-12-20,2023-12-26
4348c7f0-4ec9-4907-a0a2-e7cc1cb93b31,E0000013,Laundry Allowance,1.49,2023-12-27,2024-01-02
dbf96522-b995-43fa-9612-55b0353e9e58,E0000013,Laundry Allowance,1.49,2024-01-03,2024-01-09
832a3e4b-93d9-4b99-b6ee-0fb87868afd2,E0000013,Laundry Allowance,1.49,2024-01-10,2024-01-16
6ebfecee-1b31-431a-80ba-f48ce0afb17d,E0000013,Laundry Allowance,1.49,2024-01-17,2024-01-23
1707de34-09ef-4289-ae6f-07f8d3509721,E0000013,Laundry Allowance,1.49,2024-01-24,2024-01-30
74662d51-6fc1-4411-9f2a-edcecf630942,E0000013,Laundry Allowance,1.49,2024-01-31,2024-02-06
86ee06ae-6f8e-4a6f-bff8-a569a37ed555,E0000013,Laundry Allowance,1.49,2024-02-07,2024-02-13
8fd68f7d-ce98-47d3-903f-bcba472b6afa,E0000013,Laundry Allowance,1.49,2024-02-14,2024-02-20
3e2b2054-6d61-4b52-b062-39a1a480f391,E0000013,Laundry Allowance,1.49,2024-02-21,2024-02-27
480cf4b2-8621-4226-9505-f507d707b5e0,E0000013,Laundry Allowance,1.49,2024-02-28,2024-03-05
81aad4b7-4d64-44be-b7c9-8a3285acfb17,E0000013,Laundry Allowance,1.49,2024-03-06,2024-03-12
3f2e8f0a-88f3-420c-b799-90e9eb43976d,E0000013,Laundry Allowance,1.49,2024-03-13,2024-03-19
66745fdb-e782-4389-a563-18b719a4491a,E0000013,Laundry Allowance,1.49,2024-03-20,2024-03-26
9da1a3fe-fab8-4af2-bf5b-78b1f0f9313b,E0000013,Laundry Allowance,1.49,2024-03-27,2024-04-02
313b2098-dd3b-4d03-b7d6-576fa2aded99,E0000013,Laundry Allowance,1.49,2024-04-03,2024-04-09
071f10cd-f94f-451f-b19b-2b36e6ca7f45,E0000013,Laundry Allowance,1.49,2024-04-10,2024-04-16
cc287fb6-a4fb-4c35-b663-38cff110dbf8,E0000013,Laundry Allowance,1.49,2024-04-17,2024-04-23
43551c1e-7374-4d3f-b38c-da4f005b4ba0,E0000013,Laundry Allowance,1.49,2024-04-24,2024-04-30
9d6f8324-d1ef-4f6c-8238-7f98539ae7dc,E0000013,Laundry Allowance,1.49,2024-05-01,2024-05-07
66041bec-9d8e-4dd5-b3c9-9dd8ee2120b3,E0000013,Laundry Allowance,1.49,2024-05-08,2024-05-14
68f02e39-4fab-4e10-8691-ce6eb9feba4f,E0000013,Laundry Allowance,1.49,2024-05-15,2024-05-21
1b6a46a2-c502-4570-872e-13628b9e9d38,E0000013,Laundry Allowance,1.49,2024-05-22,2024-05-28
bdc23248-d748-46a0-b85f-bb037a860e32,E0000013,Laundry Allowance,1.49,2024-05-29,2024-06-04
759d5780-84b1-43f1-b39b-744934b5994a,E0000013,Laundry Allowance,1.49,2024-06-05,2024-06-11
adbd4aa3-7f60-47b6-a496-ae8234895283,E0000013,Laundry Allowance,1.49,2024-06-12,2024-06-18
eb7ba52d-802c-486b-8687-e993b1bc8ae7,E0000013,Laundry Allowance,1.49,2024-06-19,2024-06-25
50b3d2ad-6c57-401b-9b5c-3ca928616194,E0000013,Laundry Allowance,1.49,2024-06-26,2024-07-02
29562509-1ea6-4ac2-8112-e6a41748981f,E0000013,Laundry Allowance,1.49,2024-07-03,2024-07-09
bad37e41-9471-49dd-88e8-cd91397aad28,E0000013,Laundry Allowance,1.49,2024-07-10,2024-07-16
10d78673-8df3-48fa-9e4d-7e825d783ae4,E0000013,Laundry Allowance,1.49,2024-07-17,2024-07-23
6e792e17-e09c-48ec-bd33-7a378c9b1e3f,E0000013,Laundry Allowance,1.49,2024-07-24,2024-07-30
382cec50-7b30-44b0-99dd-ced648695c0e,E0000013,Laundry Allowance,1.49,2024-07-31,2024-08-06
ad0c7849-b069-4860-a100-a686f58a3372,E0000013,Laundry Allowance,1.49,2024-08-07,2024-08-13
8b515782-f1a6-4944-974a-434e463688b8,E0000013,Laundry Allowance,1.49,2024-08-14,2024-08-20
3af00c35-56c0-4a69-82b6-21caf597d482,E0000013,Laundry Allowance,1.49,2024-08-21,2024-08-27
697fd9dc-3a53-4331-9546-07af5fee8934,E0000013,Laundry Allowance,1.49,2024-08-28,2024-09-03
a0970231-9d10-4267-af26-df7acb299ab5,E0000013,Laundry Allowance,1.49,2024-09-04,2024-09-10
fa65f136-d452-4b4d-a5a7-f464b8c8453f,E0000013,Laundry Allowance,1.49,2024-09-11,2024-09-17
76fa01f0-ad7b-4d98-b3af-6098eacfe895,E0000013,Laundry Allowance,1.49,2024-09-18,2024-09-24
440a4005-4698-464a-ac20-8a534943fe5a,E0000013,Laundry Allowance,1.49,2024-09-25,2024-10-01
50ab349c-614c-4348-a7cf-a2286d998b2a,E0000013,Laundry Allowance,1.49,2024-10-02,2024-10-08
73c07192-f6bb-41d5-b9cd-676d900b60cd,E0000013,Laundry Allowance,1.49,2024-10-09,2024-10-15
f0a2a134-b85b-48e6-84a1-1e9efeb485d2,E0000013,Laundry Allowance,1.49,2024-10-16,2024-10-22
6b089377-95eb-45c5-bac0-9b14c5aaf5b6,E0000013,Laundry Allowance,1.49,2024-10-23,2024-10-29
1047f083-b461-4a8a-99c6-2fdb1cdf4d21,E0000013,Laundry Allowance,1.49,2024-10-30,2024-11-05
806326dc-5fd4-4e4b-bd97-a91c130bdc6e,E0000013,Laundry Allowance,1.49,2024-11-06,2024-11-12
3e6cc4a3-da9f-4df8-9270-9ba9881d8081,E0000013,Laundry Allowance,1.49,2024-11-13,2024-11-19
34e0799f-928f-48ea-b1b8-22dd715f2d9a,E0000013,Laundry Allowance,1.49,2024-11-20,2024-11-26
9bb4052d-191f-4550-a542-11639438eaf1,E0000013,Laundry Allowance,1.49,2024-11-27,2024-12-03
efa4659d-39e6-405b-9f73-b5d3b21c7328,E0000013,Laundry Allowance,1.49,2024-12-04,2024-12-10
cfa853f4-1797-43bf-b575-1f76cb542c40,E0000013,Laundry Allowance,1.49,2024-12-11,2024-12-17
ebe4a430-ba81-4e30-9622-64a5594b41ba,E0000013,Laundry Allowance,1.49,2024-12-18,2024-12-24
1cc33d5d-c4c9-47f7-97a2-bb8ec3401650,E0000013,Laundry Allowance,1.49,2024-12-25,2024-12-31
2a3db391-ddaa-4593-93eb-2b9ae650569e,E0000013,Laundry Allowance,1.49,2025-01-01,2025-01-07
ad267c82-d91f-4bae-9c95-bec1920cd2ff,E0000013,Laundry Allowance,1.49,2025-01-08,2025-01-14
33e18aa9-982b-46e9-9120-7a1acf3db319,E0000013,Laundry Allowance,1.49,2025-01-15,2025-01-21
375af788-4e60-4566-87be-4574342c6c2d,E0000013,Laundry Allowance,1.49,2025-01-22,2025-01-28
1ed288ca-9735-4e40-9a66-493472632312,E0000013,Laundry Allowance,1.49,2025-01-29,2025-02-04
e8178665-5f82-4841-8393-d5450aaf8263,E0000013,Laundry Allowance,1.49,2025-02-05,2025-02-11
63a9a3c5-f303-483e-9533-9e83aa1321e3,E0000013,Laundry Allowance,1.49,2025-02-12,2025-02-18
4aa38012-94ee-463d-b143-bcccbd0cca17,E0000013,Laundry Allowance,1.49,2025-02-19,2025-02-25
9b03f474-c2e8-4954-9290-a4e22a69e22b,E0000013,Laundry Allowance,1.49,2025-02-26,2025-03-04
d072b0cc-e76d-47f1-82c8-a91db2bf1d23,E0000013,Laundry Allowance,1.49,2025-03-05,2025-03-11
a9be95a2-1aab-4229-962a-8cc4dfe4da97,E0000013,Laundry Allowance,1.49,2025-03-12,2025-03-18
b9c08bbd-4751-4240-bd98-a71068e8c8ab,E0000013,Laundry Allowance,1.49,2025-03-19,2025-03-25
f9fc00a1-60a3-44d2-acc6-5d94ed1d3243,E0000013,Laundry Allowance,1.49,2025-03-26,2025-04-01
7d6277c3-fd25-49f4-851f-ede957c88008,E0000013,Laundry Allowance,1.49,2025-04-02,2025-04-08
f11f79d1-cc56-4b8f-9306-8760a55d719e,E0000013,Laundry Allowance,1.49,2025-04-09,2025-04-15
71a171b3-10a0-4a99-89ef-cfd42d8505fd,E0000013,Laundry Allowance,1.49,2025-04-16,2025-04-22
72a8111b-18f7-49e8-82d5-e57f7ea470e5,E0000013,Laundry Allowance,1.49,2025-04-23,2025-04-29
7974b8a7-03fa-4f0d-9042-d73e4442b141,E0000017,Laundry Allowance,1.49,2022-12-07,2022-12-13
079430d5-6a16-4dad-a454-87d081839df3,E0000017,Laundry Allowance,1.49,2022-12-14,2022-12-20
289604fc-c2cf-41d0-9a37-c5fbbb71903e,E0000017,Laundry Allowance,1.49,2022-12-21,2022-12-27
f83e9eef-4e17-4f81-984e-35a07ede76c5,E0000017,Laundry Allowance,1.49,2022-12-28,2023-01-03
e164438c-7f94-4e51-aae9-bdce59b1a00d,E0000017,Laundry Allowance,1.49,2023-01-04,2023-01-10
e7a840d0-8bfe-4405-a289-d7db94ae4222,E0000017,Laundry Allowance,1.49,2023-01-11,2023-01-17
4435e214-5d2c-408e-b259-26e6a80548a9,E0000017,Laundry Allowance,1.49,2023-01-18,2023-01-24
4f5d36fb-d4d2-4bcc-8c98-89dcaac978a1,E0000017,Laundry Allowance,1.49,2023-01-25,2023-01-31
635cf94e-bf8c-44be-8fc5-59aa745d2eda,E0000017,Laundry Allowance,1.49,2023-02-01,2023-02-07
1b20455b-6dc3-42b4-a9b1-6c1fba41f6d0,E0000017,Laundry Allowance,1.49,2023-02-08,2023-02-14
05406064-bb5a-491f-9dda-226523847630,E0000017,Laundry Allowance,1.49,2023-02-15,2023-02-21
eb173594-abc1-4027-9c53-966ffbcdefba,E0000017,Laundry Allowance,1.49,2023-02-22,2023-02-28
